SampleID,Decimal.Chronological.Age
205676800105_R04C01,27.93
205676800105_R05C01,47.55
205676800105_R06C01,53.51
205676800105_R07C01,66.49
205676800105_R08C01,74.48
205676800106_R01C01,35.88
205676800106_R02C01,71.13
205676800106_R03C01,39.04
205676800106_R04C01,54.65
205676800106_R05C01,56.39
205676800106_R06C01,58.54
205676800106_R07C01,45.7
205676800106_R08C01,31.3
205676800107_R01C01,31.34
205676800107_R02C01,36.9
205676800107_R03C01,66.66
205676800107_R04C01,67.27
205676800107_R05C01,32.67
205676800107_R06C01,47.65
205676800107_R07C01,45.1
205676800107_R08C01,49.35
205676800109_R01C01,83.05
205676800109_R02C01,52.25
205676800109_R03C01,46.97
205676800109_R04C01,46.46
205676800109_R05C01,20.98
205676800109_R06C01,47.17
205676800109_R07C01,73.11
205676800109_R08C01,50.85
205676800110_R01C01,66.08
205676800110_R02C01,51.34
205676800110_R03C01,65.78
205676800110_R04C01,51.09
205676800110_R05C01,62.28
205676800110_R06C01,53.29
205676800110_R07C01,49.97
205676800110_R08C01,46.25
205676800114_R01C01,34.77
205676800114_R02C01,71.24
205676800114_R03C01,67.69
205676800114_R04C01,61.54
205676800114_R05C01,53.45
205676800114_R06C01,45.61
205676800114_R07C01,41.76
205676800114_R08C01,61.91
205676800117_R01C01,49.61
205676800117_R02C01,72.6
205676800117_R03C01,66.74
205676800117_R04C01,28.57
205676800117_R05C01,51.58
205676800117_R06C01,70.47
205676800117_R07C01,70.67
205676800119_R01C01,51.01
205676800119_R02C01,49.71
205676800119_R03C01,61.54
205676800119_R04C01,29.97
205676800119_R05C01,20.53
205676800119_R06C01,42.35
205676800119_R07C01,37
205676800119_R08C01,51
205676800120_R01C01,48.99
205676800120_R02C01,36.91
205676800120_R03C01,52.46
205676800120_R04C01,76.04
205676800120_R05C01,63.71
205676800120_R06C01,76
205676800120_R07C01,60.17
205676800120_R08C01,74.39
205676800121_R01C01,62.91
205676800121_R02C01,54.79
205676800121_R03C01,41.18
205676800121_R04C01,59.89
205676800121_R05C01,44.62
205676800121_R06C01,49.82
205676800121_R07C01,64.59
205676800121_R08C01,64.9
205676800122_R01C01,58.36
205676800122_R02C01,50.19
205676800122_R03C01,68.12
205676800122_R04C01,47.54
205676800122_R05C01,44.04
205676800122_R06C01,48.13
205676800122_R07C01,70.75
205676800122_R08C01,45.29
205676800123_R01C01,50.89
205676800123_R02C01,43.08
205676800123_R03C01,30.89
205676800123_R05C01,42.22
205676800123_R06C01,55.13
205676800123_R07C01,52.81
205676800123_R08C01,49.82
205676800128_R01C01,61.93
205676800128_R02C01,45.91
205676800128_R03C01,46.75
205676800128_R04C01,35.9
205676800128_R05C01,48.12
205676800128_R06C01,38.66
205676800128_R07C01,53.02
205676800128_R08C01,44.47
205676800130_R01C01,75.04
205676800130_R02C01,50.82
205676800130_R03C01,50.82
205676800130_R04C01,66.58
205676800130_R05C01,34.51
205676800130_R06C01,49.7
205676800130_R07C01,48.82
205676800130_R08C01,44.3
205676800131_R01C01,37.92
205676800131_R02C01,47.56
205676800131_R03C01,58.67
205676800131_R04C01,43.95
205676800131_R05C01,42.55
205676800131_R06C01,56.12
205676800131_R07C01,29
205676800131_R08C01,65.51
205676800132_R01C01,51.46
205676800132_R02C01,62.03
205676800132_R03C01,67.55
205676800132_R04C01,69.8
205676800132_R05C01,43.17
205676800132_R06C01,55.18
205676800132_R07C01,70
205676800132_R08C01,40.9
205676800136_R01C01,51.9
205676800136_R02C01,62.72
205676800136_R03C01,57.57
205676800136_R04C01,52.11
205676800136_R05C01,74.31
205676800136_R06C01,59.89
205676800136_R07C01,31.86
205676800136_R08C01,29.27
205676800138_R01C01,52.01
205676800138_R02C01,55.45
205676800138_R03C01,32.59
205676800138_R04C01,56.92
205676800138_R05C01,62
205676800138_R06C01,39.63
205676800138_R07C01,36.51
205676800138_R08C01,44.61
205676800139_R01C01,39.24
205676800139_R02C01,65.03
205676800139_R03C01,51.39
205676800139_R04C01,68.2
205676800139_R05C01,51.77
205676800139_R06C01,52.63
205676800139_R07C01,48.49
205676800139_R08C01,66.89
205676800142_R01C01,63.05
205676800142_R02C01,48.64
205676800142_R03C01,52.09
205676800142_R04C01,51.16
205676800142_R05C01,55.46
205676800142_R06C01,42.71
205676800142_R07C01,72.12
205676800142_R08C01,52.59
205676800144_R01C01,59.66
205676800144_R02C01,75.92
205676800144_R03C01,59.85
205676800144_R04C01,53.01
205676800144_R05C01,47.61
205676800144_R06C01,37.44
205676800144_R08C01,40.73
205676800145_R01C01,41.37
205676800145_R02C01,55.97
205676800145_R03C01,47.44
205676800145_R04C01,34.57
205676800145_R05C01,70.84
205676800145_R06C01,53.18
205676800145_R07C01,50.6
205676800145_R08C01,54.85
205676800147_R01C01,62.27
205676800147_R02C01,40.82
205676800147_R03C01,61.63
205676800147_R04C01,36.9
205676800147_R05C01,71.39
205676800147_R06C01,74.94
205676800147_R07C01,38.13
205676800147_R08C01,49.42
205676800148_R01C01,56.64
205676800148_R02C01,58.89
205676800148_R03C01,68.76
205676800148_R04C01,36.52
205676800148_R05C01,85.5
205676800148_R06C01,27.76
205676800148_R07C01,36.3
205676800148_R08C01,36.52
205676800149_R01C01,61.56
205676800149_R02C01,58.14
205676800149_R03C01,62.87
205676800149_R04C01,86.16
205676800149_R05C01,73.37
205676800149_R06C01,41.55
205676800149_R07C01,50.95
205676800149_R08C01,51.47
205676800150_R01C01,48.87
205676800150_R02C01,32.63
205676800150_R03C01,41.38
205676800150_R04C01,69.95
205676800150_R05C01,61.56
205676800150_R06C01,52.08
205676800150_R07C01,22.56
205676800150_R08C01,64.37
205676800159_R01C01,39.28
205676800159_R02C01,52.37
205676800159_R03C01,47.32
205676800159_R04C01,48
205676800159_R05C01,66.53
205676800159_R06C01,61.94
205676800159_R07C01,67.5
205676800159_R08C01,40.27
205676800160_R01C01,37.16
205676800160_R02C01,60.4
205676800160_R03C01,67.88
205676800160_R04C01,68.81
205676800160_R05C01,85.36
205676800160_R06C01,45.47
205676800160_R07C01,57.63
205676800160_R08C01,45.38
205676800162_R01C01,64.47
205676800162_R02C01,53.54
205676800162_R03C01,49.39
205676800162_R04C01,30.72
205676800162_R05C01,53.57
205676800162_R06C01,61.91
205676800162_R07C01,49.39
205676800162_R08C01,60.63
205676800165_R01C01,74.68
205676800165_R02C01,69.19
205676800165_R03C01,45.82
205676800165_R04C01,38.16
205676800165_R05C01,56.66
205676800165_R06C01,61.45
205676800165_R07C01,31.13
205676800165_R08C01,46.7
205676800173_R01C01,82.22
205676800173_R02C01,61.72
205676800173_R03C01,51.39
205676800173_R04C01,40.68
205676800173_R05C01,43.34
205676800173_R06C01,58.42
205676800173_R07C01,61.85
205676800173_R08C01,38.87
205676800174_R01C01,79.64
205676800174_R02C01,41.85
205676800174_R03C01,40
205676800174_R04C01,71.19
205676800174_R05C01,60.98
205676800174_R06C01,54.07
205676800174_R07C01,42.69
205676800174_R08C01,40.94
205689130024_R01C01,34.35
205689130024_R02C01,41.83
205689130024_R03C01,53.48
205689130024_R04C01,65.75
205689130024_R05C01,64.38
205689130024_R06C01,54.77
205689130024_R07C01,61.46
205689130024_R08C01,67.67
205772280003_R01C01,46.39
205772280003_R02C01,27.09
205772280003_R03C01,55.83
205772280003_R04C01,45.05
205772280003_R05C01,65.37
205772280003_R06C01,66.48
205772280003_R07C01,61.68
205772280003_R08C01,36.61
205772280006_R01C01,49.59
205772280006_R02C01,55.46
205772280006_R03C01,68.74
205772280006_R04C01,52.53
205772280006_R05C01,65.92
205772280006_R06C01,23.1
205772280006_R07C01,47.11
205772280006_R08C01,62.97
205772280009_R01C01,40.63
205772280009_R02C01,47.96
205772280009_R03C01,32.65
205772280009_R04C01,58.24
205772280009_R05C01,48.36
205772280009_R06C01,52.51
205772280009_R07C01,21.58
205772280009_R08C01,59.14
205772280015_R01C01,36.06
205772280015_R02C01,53.87
205772280015_R03C01,51.32
205772280015_R04C01,39.52
205772280015_R05C01,38.5
205772280015_R06C01,47.5
205772280015_R07C01,54.17
205772280015_R08C01,55.29
205772280016_R01C01,58.89
205772280016_R02C01,38.66
205772280016_R03C01,45.78
205772280016_R04C01,30.02
205772280016_R05C01,67.63
205772280016_R06C01,71.24
205772280016_R07C01,73.45
205772280016_R08C01,42.94
205772280017_R01C01,36.1
205772280017_R02C01,44.7
205772280017_R03C01,33.13
205772280017_R04C01,70.06
205772280017_R05C01,70.61
205772280017_R06C01,28.68
205772280017_R07C01,62.76
205772280017_R08C01,29.17
205772280018_R01C01,76.84
205772280018_R02C01,60.38
205772280018_R03C01,54.9
205772280018_R04C01,46.15
205772280018_R05C01,52.17
205772280018_R06C01,36.6
205772280018_R07C01,65.25
205772280018_R08C01,62.45
205772280022_R01C01,45.28
205772280022_R02C01,60.2
205772280022_R03C01,71.82
205772280022_R04C01,59.85
205772280022_R05C01,46.55
205772280022_R06C01,62.22
205772280022_R07C01,44.08
205772280022_R08C01,47.13
205772280023_R01C01,52.58
205772280023_R02C01,50.2
205772280023_R03C01,47.42
205772280023_R04C01,62.06
205772280023_R05C01,42.06
205772280023_R06C01,35.19
205772280023_R07C01,53.41
205772280024_R01C01,47.77
205772280024_R02C01,68.89
205772280024_R03C01,70.95
205772280024_R04C01,32.01
205772280024_R05C01,74.68
205772280024_R06C01,32.66
205772280024_R07C01,67.57
205772280024_R08C01,57.54
205772280025_R01C01,30.06
205772280025_R02C01,66.39
205772280025_R03C01,50.25
205772280025_R04C01,52.09
205772280025_R05C01,70.75
205772280025_R06C01,32.42
205772280025_R07C01,37.21
205772280025_R08C01,59.81
205772280026_R01C01,51.37
205772280026_R02C01,50.96
205772280026_R03C01,33.53
205772280026_R04C01,45.71
205772280026_R05C01,55.8
205772280026_R06C01,46.51
205772280026_R07C01,40.61
205772280026_R08C01,50.6
205772280027_R04C01,80.42
205772280027_R05C01,49.93
205772280028_R01C01,24.56
205772280028_R02C01,55.31
205772280028_R03C01,41.3
205772280028_R04C01,46.69
205772280028_R05C01,54.88
205772280028_R06C01,56.77
205772280028_R07C01,47.66
205772280028_R08C01,47.44
205772280029_R01C01,78.42
205772280029_R02C01,50.91
205772280029_R03C01,78.21
205772280029_R04C01,54.22
205772280029_R05C01,46.37
205772280029_R06C01,38.36
205772280029_R07C01,59.55
205772280029_R08C01,63.95
205772280035_R01C01,51.04
205772280035_R02C01,29.16
205772280035_R03C01,55.57
205772280035_R04C01,27.32
205772280035_R05C01,32.2
205772280035_R06C01,33.67
205772280035_R07C01,84.88
205772280035_R08C01,48.26
205772280036_R01C01,65.24
205772280036_R02C01,48.19
205772280036_R03C01,57.3
205772280036_R04C01,68.13
205772280036_R05C01,34.39
205772280036_R06C01,32.11
205772280036_R07C01,69.04
205772280036_R08C01,61.43
205772280037_R01C01,50.09
205772280037_R02C01,42.23
205772280037_R03C01,30.65
205772280037_R04C01,61.71
205772280037_R05C01,55.66
205772280037_R06C01,66.74
205772280037_R07C01,61.56
205772280037_R08C01,64.77
205772280045_R01C01,70.28
205772280045_R02C01,63.5
205772280045_R03C01,45.54
205772280045_R04C01,70.26
205772280045_R05C01,16.15
205772280045_R06C01,17.82
205772280045_R07C01,41.73
205772280045_R08C01,32.26
205772280049_R01C01,65.69
205772280049_R02C01,67.97
205772280049_R03C01,52.75
205772280049_R04C01,48.58
205772280049_R05C01,52.03
205772280049_R06C01,41.42
205772280049_R07C01,79.64
205772280049_R08C01,46.24
205772280050_R01C01,51.57
205772280050_R02C01,50.72
205772280050_R03C01,52.18
205772280050_R04C01,25.97
205772280050_R05C01,57.63
205772280050_R06C01,62.36
205772280050_R07C01,47.12
205772280050_R08C01,37.7
205772280051_R01C01,68.52
205772280051_R02C01,56.08
205772280051_R03C01,82.36
205772280051_R04C01,43.26
205772280051_R05C01,38.57
205772280051_R06C01,56.78
205772280051_R07C01,61.91
205772280051_R08C01,49.39
205772280053_R05C01,58.82
205772280054_R03C01,13.79
205772280056_R01C01,59.58
205772280056_R02C01,45.24
205772280056_R03C01,44.42
205772280056_R04C01,62.28
205772280056_R05C01,57.62
205772280056_R06C01,59.16
205772280056_R07C01,53.54
205772280056_R08C01,70.06
205772280058_R01C01,57.94
205772280058_R02C01,36.05
205772280058_R03C01,47.25
205772280059_R01C01,71.95
205772280059_R02C01,36.7
205772280059_R03C01,60.91
205772280059_R04C01,38.39
205772280059_R05C01,57.22
205772280059_R06C01,57.19
205772280059_R07C01,47.92
205772280059_R08C01,63.46
205772280064_R01C01,70.78
205772280064_R02C01,39.24
205772280064_R03C01,52.68
205772280064_R04C01,40.47
205772280064_R05C01,52.47
205772280064_R06C01,50.33
205772280064_R07C01,84.82
205772280064_R08C01,73.37
205772280065_R01C01,58.34
205772280065_R02C01,61.45
205772280065_R03C01,84.23
205772280065_R04C01,72.8
205772280065_R05C01,34.66
205772280065_R06C01,63.44
205772280065_R07C01,56.12
205772280065_R08C01,51.47
205772280066_R01C01,34.46
205772280066_R02C01,39.67
205772280066_R03C01,54.72
205772280066_R04C01,42.02
205772280066_R05C01,53.12
205772280066_R06C01,56.95
205772280066_R07C01,26.71
205772280066_R08C01,56.04
205772280067_R01C01,52.94
205772280067_R02C01,45.62
205772280067_R03C01,58.43
205772280067_R04C01,59.87
205772280067_R05C01,63.75
205772280067_R06C01,68.8
205772280067_R07C01,45.35
205772280067_R08C01,65.76
205772280071_R01C01,66.16
205772280071_R02C01,45.51
205772280071_R03C01,50.12
205772280071_R04C01,63.4
205772280071_R05C01,70.67
205772280071_R06C01,41.14
205772280071_R07C01,53.99
205772280071_R08C01,63.97
205772280072_R01C01,83.49
205772280072_R02C01,36.75
205772280072_R03C01,61.91
205772280072_R04C01,31.66
205772280072_R05C01,63.31
205772280072_R06C01,66.86
205772280072_R07C01,48.56
205772280072_R08C01,67.19
205772280073_R01C01,45.13
205772280073_R02C01,68.2
205772280073_R03C01,53.73
205772280073_R04C01,70.08
205772280073_R05C01,46.86
205772280073_R06C01,67.67
205772280073_R08C01,36.54
205772280074_R01C01,56.42
205772280074_R02C01,55.14
205772280074_R03C01,59.64
205772280074_R04C01,37.81
205772280074_R05C01,33.12
205772280074_R06C01,59.03
205772280074_R07C01,63.97
205772280074_R08C01,51.55
205772280077_R01C01,62.45
205772280077_R02C01,47.8
205772280077_R03C01,54.54
205772280077_R04C01,43.86
205772280077_R05C01,56.63
205772280077_R06C01,61.42
205772280077_R07C01,41.62
205772280077_R08C01,22.28
205772280078_R01C01,52.01
205772280078_R02C01,56.85
205772280078_R03C01,66.48
205772280078_R04C01,53.07
205772280078_R05C01,60.93
205772280078_R06C01,70.65
205772280078_R07C01,42.49
205772280078_R08C01,50.71
205772280079_R01C01,35.74
205772280079_R02C01,36.37
205772280079_R03C01,66.33
205772280079_R04C01,60.68
205772280079_R05C01,42.61
205772280079_R06C01,67.03
205772280079_R07C01,35.03
205772280079_R08C01,60.05
205772280082_R02C01,57.58
205772280082_R03C01,50.16
205772280082_R04C01,64.88
205772280082_R05C01,40.51
205772280082_R06C01,64.42
205772280082_R07C01,78.86
205772280082_R08C01,57.13
205772280084_R01C01,36.04
205772280084_R02C01,39.25
205772280084_R03C01,62.54
205772280084_R04C01,62.49
205772280084_R05C01,39.35
205772280084_R06C01,47.75
205772280084_R07C01,68.26
205772280084_R08C01,17.57
205772280085_R01C01,39.58
205772280085_R02C01,37.37
205772280085_R03C01,70.27
205772280085_R04C01,50.88
205772280085_R05C01,56.47
205772280085_R06C01,39.5
205772280085_R07C01,44.22
205772280085_R08C01,54.18
205772280086_R01C01,73.48
205772280086_R02C01,73.05
205772280086_R03C01,56.16
205772280086_R04C01,38.71
205772280086_R05C01,58.31
205772280086_R06C01,35.48
205772280086_R07C01,73.14
205772280086_R08C01,31.11
205772280087_R01C01,61.41
205772280087_R02C01,32.93
205772280087_R03C01,49.53
205772280087_R04C01,79.96
205772280087_R05C01,67.47
205772280087_R06C01,49.19
205772280087_R07C01,26.86
205772280089_R01C01,52.01
205772280089_R02C01,51.81
205772280089_R03C01,24.35
205772280089_R04C01,52.41
205772280089_R05C01,22.94
205772280089_R06C01,39.53
205772280089_R07C01,34.86
205772280089_R08C01,44.49
205772280090_R01C01,46.5
205772280090_R02C01,52.17
205772280090_R03C01,25.15
205772280090_R04C01,70.58
205772280090_R05C01,49.72
205772280090_R06C01,60.47
205772280090_R07C01,49.19
205772280090_R08C01,42.71
205772280091_R01C01,46.94
205772280091_R03C01,59.69
205772280091_R05C01,69.37
205772280091_R06C01,48.85
205772280091_R07C01,39.68
205772280091_R08C01,64.83
205772280092_R01C01,62.88
205772280092_R02C01,48.03
205772280092_R03C01,53.06
205772280092_R04C01,51.81
205772280092_R05C01,44.05
205772280092_R06C01,26.6
205772280092_R07C01,43.67
205772280094_R01C01,48.03
205772280094_R02C01,74.26
205772280094_R03C01,37.89
205772280094_R04C01,63.28
205772280094_R05C01,63.13
205772280094_R06C01,54.15
205772280094_R07C01,61.91
205772280094_R08C01,56.35
205772280095_R01C01,42.26
205772280095_R02C01,41.89
205772280095_R03C01,47.61
205772280095_R04C01,42.16
205772280095_R05C01,46.15
205772280095_R06C01,53.58
205772280095_R07C01,30.73
205772280095_R08C01,50.02
205772280096_R01C01,72.48
205772280096_R02C01,42.88
205772280096_R03C01,67.34
205772280096_R04C01,55.81
205772280096_R05C01,49.73
205772280096_R06C01,78.02
205772280096_R07C01,51.49
205772280096_R08C01,51.85
205772280098_R01C01,72.64
205772280098_R03C01,50.08
205772280098_R04C01,58.83
205772280098_R05C01,42.21
205772280098_R06C01,53.24
205772280098_R07C01,64.42
205772280098_R08C01,57.37
205772280101_R02C01,50.3
205772280101_R03C01,51.95
205772280101_R04C01,61.28
205772280101_R05C01,45.81
205772280101_R06C01,39.37
205772280101_R07C01,40.58
205772280101_R08C01,65.08
205772280105_R01C01,44.72
205772280105_R02C01,66.32
205772280105_R03C01,59.11
205772280105_R04C01,44.56
205772280105_R05C01,47.06
205772280105_R06C01,44.77
205772280105_R07C01,53.21
205772280105_R08C01,56.47
205772280106_R01C01,55.75
205772280106_R02C01,47.78
205772280106_R03C01,42.52
205772280106_R04C01,46.73
205772280106_R05C01,68.81
205772280106_R06C01,72.08
205772280109_R01C01,59.99
205772280109_R02C01,62.5
205772280109_R03C01,72.78
205772280109_R04C01,43.54
205772280109_R05C01,60.01
205772280109_R06C01,74.62
205772280109_R07C01,42.83
205772280109_R08C01,29.06
205772280110_R02C01,49.27
205772280110_R04C01,50.97
205772280110_R05C01,50.46
205772280110_R06C01,57.19
205772280110_R07C01,36.95
205772280110_R08C01,59.38
205772280112_R01C01,34.48
205772280112_R02C01,47.26
205772280112_R03C01,47.68
205772280112_R04C01,23.68
205772280112_R05C01,20.71
205772280112_R06C01,45.42
205772280112_R07C01,74.72
205772280112_R08C01,47.86
205772280113_R01C01,43.11
205772280113_R02C01,44.34
205772280113_R03C01,71.38
205772280113_R04C01,63.47
205772280113_R05C01,47.57
205772280113_R06C01,52.15
205772280113_R07C01,73.54
205772280113_R08C01,61.46
205772280115_R01C01,46.7
205772280115_R02C01,38.36
205772280115_R03C01,65.39
205772280115_R04C01,58.45
205772280115_R05C01,67.01
205772280115_R06C01,52.24
205772280115_R07C01,43.43
205772280115_R08C01,63.14
205772280116_R01C01,54.45
205772280116_R02C01,55.72
205772280116_R03C01,59.96
205772280116_R04C01,49.53
205772280116_R05C01,45.33
205772280116_R06C01,50.19
205772280116_R07C01,49.78
205772280116_R08C01,46.7
205772280117_R01C01,60.2
205772280117_R02C01,67.29
205772280117_R03C01,63.36
205772280117_R04C01,51.26
205772280117_R05C01,66.26
205772280117_R06C01,41.85
205772280117_R07C01,70.1
205772280121_R01C01,38.84
205772280121_R02C01,53.19
205772280121_R03C01,59.34
205772280121_R04C01,42.75
205772280121_R05C01,63.06
205772280121_R06C01,54.42
205772280121_R07C01,61.1
205772280121_R08C01,59.08
205772280122_R01C01,66.75
205772280122_R02C01,40.12
205772280122_R03C01,50.91
205772280122_R04C01,53.05
205772280122_R05C01,43.38
205772280122_R06C01,51.84
205772280122_R07C01,42.91
205772280122_R08C01,45.28
205772280123_R01C01,37.51
205772280123_R02C01,28.13
205772280123_R03C01,47.65
205772280123_R04C01,44.76
205772280123_R05C01,73.55
205772280123_R06C01,45.96
205772280123_R07C01,44.47
205772280123_R08C01,67.52
205772280124_R01C01,63.06
205772280124_R02C01,61.12
205772280124_R03C01,76.03
205772280124_R04C01,65.61
205772280124_R05C01,44.45
205772280124_R06C01,44.33
205772280124_R07C01,73.86
205772280124_R08C01,67.57
205772280125_R01C01,39.69
205772280125_R02C01,54.87
205772280125_R03C01,54.29
205772280125_R04C01,57.18
205772280125_R05C01,55.72
205772280125_R06C01,45.04
205772280125_R07C01,74.52
205772280125_R08C01,58.46
205772280130_R01C01,45.32
205772280130_R02C01,56.66
205772280130_R03C01,81.88
205772280130_R04C01,58.75
205772280130_R05C01,57.48
205772280130_R06C01,45.31
205772280130_R07C01,45.48
205772280130_R08C01,63.17
205772280132_R01C01,67.04
205772280132_R02C01,74.75
205772280132_R03C01,50.45
205772280132_R04C01,61.75
205772280132_R05C01,51.54
205772280132_R06C01,45.48
205772280132_R07C01,73.57
205772280132_R08C01,64.17
205772280137_R01C01,41.72
205772280137_R02C01,54.88
205772280137_R03C01,66.8
205772280137_R04C01,66.54
205772280137_R05C01,63.47
205772280137_R06C01,59.03
205772280137_R07C01,77.92
205772280140_R01C01,71.02
205772280140_R02C01,48.79
205772280140_R03C01,65.16
205772280140_R04C01,66.92
205772280140_R05C01,30.03
205772280140_R06C01,61.06
205772280140_R07C01,77.65
205772280140_R08C01,42.97
205772280143_R01C01,50.59
205772280143_R02C01,50.6
205772280143_R03C01,50.06
205772280143_R05C01,32.76
205772280143_R06C01,60.27
205772280143_R07C01,37.56
205772280143_R08C01,38.33
205772280144_R01C01,39.73
205772280144_R02C01,57.05
205772280144_R03C01,37.69
205772280144_R04C01,39.69
205772280144_R05C01,63.86
205772280144_R06C01,56.19
205772280144_R07C01,26.17
205772280144_R08C01,69.23
205772280146_R01C01,58.57
205772280146_R02C01,72.68
205772280146_R03C01,60.62
205772280146_R04C01,40.02
205772280146_R05C01,57.72
205772280146_R06C01,41.99
205772280146_R07C01,76.98
205772280146_R08C01,65.06
205772280151_R01C01,57.26
205772280151_R02C01,42.81
205772280153_R01C01,47.34
205772280153_R02C01,71.65
205772280153_R03C01,56.32
205772280153_R04C01,43.22
205772280153_R05C01,41.07
205772280153_R06C01,57.79
205772280153_R07C01,66.02
205772280153_R08C01,66.49
205772280154_R01C01,59.13
205772280154_R02C01,50.79
205772280154_R03C01,63.21
205772280154_R04C01,50.88
205772280154_R05C01,35.34
205772280154_R06C01,61.52
205772280154_R07C01,62.82
205772280154_R08C01,69.49
205772280155_R01C01,63.57
205772280155_R02C01,66.32
205772280155_R03C01,60.73
205772280155_R04C01,50.47
205772280155_R05C01,55.58
205772280155_R06C01,46.43
205772280155_R07C01,48.22
205772280155_R08C01,44.31
205772280156_R01C01,59
205772280156_R02C01,52.72
205772280156_R03C01,36.85
205772280156_R04C01,56.01
205772280156_R05C01,53.83
205772280156_R06C01,47.31
205772280156_R07C01,47.26
205772280156_R08C01,59.47
205772280159_R01C01,72.99
205772280159_R02C01,40.11
205772280159_R03C01,47.47
205772280159_R04C01,27.81
205772280159_R05C01,60.12
205772280159_R06C01,65.63
205772280159_R07C01,66.84
205772280159_R08C01,75.5
205772280162_R01C01,37.93
205772280162_R02C01,67.58
205772280162_R03C01,57.03
205772280162_R04C01,47.61
205772280162_R05C01,40.35
205772280162_R06C01,67.11
205772280162_R07C01,38.31
205772280162_R08C01,64.93
205772280171_R01C01,79.8
205772280171_R02C01,40.67
205772280171_R03C01,31.37
205772280171_R04C01,54.34
205772280171_R05C01,25.92
205772280171_R06C01,73.56
205772280171_R07C01,45.82
205772280171_R08C01,63.2
205772280173_R01C01,60.9
205772280173_R02C01,63.47
205772280173_R03C01,43.69
205772280173_R04C01,58.35
205772280173_R05C01,70.64
205772280173_R06C01,29.26
205772280173_R08C01,57.65
205772280174_R01C01,39.2
205772280174_R02C01,42.17
205772280177_R01C01,59.53
205772280177_R02C01,64.58
205772280177_R03C01,41.48
205772280177_R04C01,36.09
205772280177_R05C01,35.27
205772280177_R06C01,39.48
205772280177_R07C01,48.42
205772280177_R08C01,53.75
205772280178_R01C01,67.49
205772280178_R06C01,74.87
205772280178_R07C01,64.31
205772280180_R01C01,38.62
205772280180_R02C01,78.33
205772280180_R03C01,63.26
205772280180_R04C01,39.67
205772280180_R05C01,40.36
205772280180_R06C01,52.98
205772280180_R07C01,54.27
205772290001_R01C01,43.57
205772290001_R02C01,58.5
205772290001_R03C01,63.72
205772290001_R04C01,62.8
205772290001_R05C01,48.87
205772290001_R06C01,35.75
205772290001_R07C01,43.53
205772290001_R08C01,32.93
205772290002_R01C01,55.16
205772290002_R02C01,59.32
205772290002_R03C01,51.66
205772290002_R04C01,36.12
205772290002_R05C01,49.3
205772290002_R06C01,49.79
205772290002_R08C01,52.46
205772290003_R01C01,71.55
205772290003_R02C01,34.55
205772290003_R03C01,71.87
205772290003_R04C01,57.84
205772290003_R05C01,45.89
205772290003_R06C01,43.88
205772290003_R07C01,44.45
205772290003_R08C01,46.27
205772290009_R01C01,69
205772290009_R02C01,36.62
205772290009_R03C01,48.33
205772290009_R04C01,49.18
205772290009_R05C01,39.53
205772290009_R06C01,58.06
205772290009_R07C01,49.11
205772290009_R08C01,61.88
205772290011_R01C01,26.7
205772290011_R02C01,60.74
205772290011_R03C01,36.96
205772290011_R05C01,54.19
205772290011_R06C01,41.72
205772290011_R07C01,47.89
205772290011_R08C01,53.22
205772290013_R01C01,34.92
205772290013_R02C01,49.06
205772290013_R03C01,86.47
205772290013_R04C01,48.42
205772290013_R05C01,55.92
205772290013_R06C01,46.64
205772290013_R07C01,45.67
205772290013_R08C01,74.98
205772290014_R01C01,28.6
205772290014_R02C01,27.75
205772290014_R03C01,71.55
205772290014_R04C01,66.84
205772290014_R05C01,36.96
205772290014_R06C01,53.66
205772290014_R07C01,46.17
205772290014_R08C01,60.7
205772290015_R01C01,62.42
205772290015_R02C01,44.95
205772290015_R03C01,32.38
205772290015_R04C01,83.31
205772290015_R05C01,62.13
205772290015_R06C01,72.14
205772290015_R07C01,63.3
205772290015_R08C01,58.55
205772290019_R01C01,57.54
205772290019_R02C01,71.07
205772290019_R03C01,51.38
205772290019_R04C01,39.81
205772290019_R05C01,37.3
205772290019_R06C01,56.55
205772290019_R07C01,38.79
205772290019_R08C01,36.85
205772290020_R01C01,44.95
205772290020_R02C01,59.61
205772290020_R03C01,57.1
205772290020_R04C01,32.94
205772290020_R05C01,39.09
205772290020_R06C01,40.84
205772290020_R07C01,52.21
205772290020_R08C01,45.05
205772290021_R01C01,34.99
205772290021_R02C01,23.03
205772290021_R03C01,64.18
205772290021_R04C01,59.74
205772290021_R05C01,59.08
205772290021_R06C01,61.93
205772290021_R07C01,65.32
205772290021_R08C01,66.51
205772290022_R01C01,57.91
205772290022_R02C01,56.75
205772290022_R03C01,63.12
205772290022_R04C01,50.17
205772290022_R05C01,56.5
205772290022_R06C01,45.33
205772290022_R07C01,76.55
205772290022_R08C01,47.21
205772290023_R01C01,73.25
205772290023_R02C01,66.57
205772290023_R03C01,35.49
205772290023_R04C01,52.37
205772290023_R05C01,57.56
205772290023_R06C01,49.52
205772290023_R07C01,35.88
205772290023_R08C01,56.01
205772290024_R01C01,51.84
205772290024_R02C01,60.43
205772290024_R03C01,76.69
205772290024_R04C01,60.47
205772290024_R05C01,41.85
205772290024_R06C01,45.37
205772290024_R07C01,49.47
205772290024_R08C01,56.78
205772290026_R01C01,60.25
205772290026_R02C01,40.77
205772290026_R03C01,40.17
205772290026_R04C01,39.41
